type,timestamp,lat,lng,value,severity,description,limit,excess,zone_type,speed,ride_id
vertical_impact,1771108726348.0,49.1970088,-122.7926565,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108727421.0,49.1971971,-122.7929482,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108728107.0,49.1973895,-122.7932324,107.3,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,27.3,regular,,2
vertical_impact,1771108728490.0,49.1973895,-122.7932324,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108729549.0,49.1975844,-122.7935111,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108730607.0,49.197782,-122.793786,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108731676.0,49.1981859,-122.794332,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108732735.0,49.1983931,-122.7946023,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
speeding,1771108733128.0,49.1983931,-122.7946023,108.7,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,28.7,regular,,2
vertical_impact,1771108733793.0,49.1986042,-122.794866,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108734869.0,49.19882,-122.795125,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108735937.0,49.1990384,-122.7953805,1.12,high,Vertical impact detected: 1.12g variance,,,,,2
vertical_impact,1771108736981.0,49.1992583,-122.7956303,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108738057.0,49.1994818,-122.7958769,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108738092.0,49.1994818,-122.7958769,110.7,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,30.7,regular,,2
vertical_impact,1771108739169.0,49.1997099,-122.7961234,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
vertical_impact,1771108740183.0,49.1999369,-122.7963708,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108741251.0,49.2001614,-122.7966193,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108742328.0,49.2003901,-122.7968691,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108743106.0,49.2006181,-122.7971156,112.5,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,32.5,regular,,2
vertical_impact,1771108743395.0,49.2006181,-122.7971156,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108744462.0,49.2008501,-122.7973607,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108745531.0,49.2010833,-122.7976026,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108746603.0,49.2015467,-122.798073,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108747664.0,49.2017747,-122.7982946,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
speeding,1771108748116.0,49.2017747,-122.7982946,108.9,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,28.9,regular,,2
vertical_impact,1771108748724.0,49.2020076,-122.798516,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108749784.0,49.2022412,-122.7987372,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108750834.0,49.2024786,-122.7989564,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108751901.0,49.202719,-122.7991825,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108752978.0,49.2029597,-122.799414,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
speeding,1771108753120.0,49.2029597,-122.799414,113.4,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,33.4,regular,,2
vertical_impact,1771108754037.0,49.2031986,-122.7996447,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108755130.0,49.2034339,-122.7998755,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108756180.0,49.2036664,-122.8001073,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108757193.0,49.203899,-122.8003361,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
speeding,1771108758088.0,49.2041287,-122.8005649,109.6,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,29.6,regular,,2
vertical_impact,1771108758199.0,49.2041287,-122.8005649,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108759283.0,49.2043594,-122.8007916,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108760336.0,49.2045899,-122.8010166,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108761403.0,49.2048169,-122.801239,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108762470.0,49.2050464,-122.8014654,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108763214.0,49.2052734,-122.8016918,109.2,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,29.2,regular,,2
vertical_impact,1771108763529.0,49.2052734,-122.8016918,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108764589.0,49.205499,-122.80192,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108765664.0,49.205951,-122.8023763,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108766732.0,49.2061766,-122.8026142,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108767774.0,49.2064057,-122.8028551,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108768099.0,49.2064057,-122.8028551,109.7,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,29.7,regular,,2
vertical_impact,1771108768842.0,49.2066316,-122.8030962,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108769918.0,49.2068576,-122.8033399,0.81,high,Vertical impact detected: 0.81g variance,,,,,2
vertical_impact,1771108770987.0,49.2070831,-122.8035837,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108772070.0,49.2073071,-122.8038292,0.82,high,Vertical impact detected: 0.82g variance,,,,,2
speeding,1771108773102.0,49.2075329,-122.8040809,110.9,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,30.9,regular,,2
vertical_impact,1771108773160.0,49.2075329,-122.8040809,0.81,high,Vertical impact detected: 0.81g variance,,,,,2
vertical_impact,1771108774206.0,49.2077558,-122.8043294,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108775291.0,49.2079795,-122.804581,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108776361.0,49.2081986,-122.8048306,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108777435.0,49.2084144,-122.8050847,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
speeding,1771108778113.0,49.2086267,-122.8053405,108.6,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,28.6,regular,,2
vertical_impact,1771108778510.0,49.2086267,-122.8053405,0.85,high,Vertical impact detected: 0.85g variance,,,,,2
vertical_impact,1771108779578.0,49.2088406,-122.8055976,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108780674.0,49.2092674,-122.8061197,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108781739.0,49.209473,-122.8063785,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108782808.0,49.2096766,-122.8066366,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
speeding,1771108783153.0,49.2096766,-122.8066366,104.2,high,104.0 km/h in a 80 km/h zone (24.0 km/h over),80.0,24.2,regular,,2
vertical_impact,1771108783865.0,49.2098738,-122.8068894,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108784959.0,49.2100686,-122.8071377,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108786042.0,49.2102614,-122.8073855,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108787112.0,49.2104522,-122.8076283,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108788089.0,49.2106387,-122.8078742,98.6,high,99.0 km/h in a 80 km/h zone (19.0 km/h over),80.0,18.6,regular,,2
vertical_impact,1771108788190.0,49.2106387,-122.8078742,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108789262.0,49.2108272,-122.8081185,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108790329.0,49.2110175,-122.808363,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108791398.0,49.2112088,-122.8086022,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108792466.0,49.2114004,-122.8088422,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108793095.0,49.2115932,-122.8090801,100.1,high,100.0 km/h in a 80 km/h zone (20.0 km/h over),80.0,20.1,regular,,2
vertical_impact,1771108793543.0,49.2115932,-122.8090801,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108794609.0,49.2119931,-122.8095332,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108795716.0,49.2122022,-122.8097358,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108796753.0,49.2124183,-122.8099211,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108797812.0,49.2126361,-122.8100861,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108798122.0,49.2126361,-122.8100861,96.9,high,97.0 km/h in a 80 km/h zone (17.0 km/h over),80.0,16.9,regular,,2
vertical_impact,1771108798875.0,49.2128542,-122.8102351,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108799941.0,49.2130803,-122.8103643,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108801007.0,49.213308,-122.8104786,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108802074.0,49.2135407,-122.8105764,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
speeding,1771108803090.0,49.2137718,-122.8106691,96.6,high,97.0 km/h in a 80 km/h zone (17.0 km/h over),80.0,16.6,regular,,2
vertical_impact,1771108803163.0,49.2137718,-122.8106691,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
sharp_turn,1771108803744.0,49.2140073,-122.8107595,0.17,high,Sharp turn at 0.17g (Speed: 97.0 km/h),0.16,,,97.1,2
vertical_impact,1771108804252.0,49.2140073,-122.8107595,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108805328.0,49.2142425,-122.8108479,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108806413.0,49.2144803,-122.8109374,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108807488.0,49.2147166,-122.811027,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108808091.0,49.214957,-122.8111138,99.1,high,99.0 km/h in a 80 km/h zone (19.0 km/h over),80.0,19.1,regular,,2
vertical_impact,1771108808566.0,49.214957,-122.8111138,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108809624.0,49.2154388,-122.8112957,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108810720.0,49.2156823,-122.81139,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108811863.0,49.2159259,-122.8114896,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108812955.0,49.2161681,-122.8115891,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108813113.0,49.2161681,-122.8115891,100.9,high,101.0 km/h in a 80 km/h zone (21.0 km/h over),80.0,20.9,regular,,2
vertical_impact,1771108814012.0,49.2164119,-122.8116921,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108815079.0,49.216653,-122.8117904,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108816158.0,49.2168944,-122.8118868,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108817222.0,49.2171338,-122.81198,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108818119.0,49.2173753,-122.8120781,99.4,high,99.0 km/h in a 80 km/h zone (19.0 km/h over),80.0,19.4,regular,,2
vertical_impact,1771108818300.0,49.2173753,-122.8120781,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108819376.0,49.2176153,-122.8121751,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108820468.0,49.2178551,-122.8122744,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108821536.0,49.2180928,-122.8123712,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108822587.0,49.2183274,-122.812466,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108823116.0,49.2185599,-122.812562,95.3,high,95.0 km/h in a 80 km/h zone (15.0 km/h over),80.0,15.3,regular,,2
vertical_impact,1771108823663.0,49.2187872,-122.8126575,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108824740.0,49.2190137,-122.8127503,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108825743.0,49.2192391,-122.8128435,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108826783.0,49.2194663,-122.8129343,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108827851.0,49.219693,-122.8130253,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
speeding,1771108828129.0,49.219693,-122.8130253,93.2,medium,93.0 km/h in a 80 km/h zone (13.0 km/h over),80.0,13.2,regular,,2
vertical_impact,1771108828936.0,49.2199187,-122.813117,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108829994.0,49.2201485,-122.8132133,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108831071.0,49.2203776,-122.8133149,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108832150.0,49.2206066,-122.8134155,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108833132.0,49.2208364,-122.8135227,94.9,medium,95.0 km/h in a 80 km/h zone (15.0 km/h over),80.0,14.9,regular,,2
vertical_impact,1771108833201.0,49.2208364,-122.8135227,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108834219.0,49.2210655,-122.8136262,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108835229.0,49.2212925,-122.8137244,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108836327.0,49.2215173,-122.8138259,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108837394.0,49.221742,-122.8139276,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
speeding,1771108838126.0,49.2219654,-122.8140266,93.6,medium,94.0 km/h in a 80 km/h zone (14.0 km/h over),80.0,13.6,regular,,2
vertical_impact,1771108838454.0,49.2219654,-122.8140266,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108839521.0,49.2221889,-122.8141317,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108840589.0,49.2224094,-122.8142368,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108841658.0,49.2228459,-122.8144615,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108842792.0,49.2230652,-122.8145904,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108843097.0,49.2230652,-122.8145904,95.1,high,95.0 km/h in a 80 km/h zone (15.0 km/h over),80.0,15.1,regular,,2
vertical_impact,1771108843792.0,49.2232859,-122.8147306,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108844881.0,49.223508,-122.8148819,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108845929.0,49.2237256,-122.8150456,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108846982.0,49.2239436,-122.8152178,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108848055.0,49.2241588,-122.8154048,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108848108.0,49.2241588,-122.8154048,99.0,high,99.0 km/h in a 80 km/h zone (19.0 km/h over),80.0,19.0,regular,,2
vertical_impact,1771108849154.0,49.2243706,-122.8156007,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108850185.0,49.2245772,-122.8158037,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108851233.0,49.224779,-122.8160247,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108852311.0,49.224976,-122.8162565,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
speeding,1771108853116.0,49.2251689,-122.8164995,100.3,high,100.0 km/h in a 80 km/h zone (20.0 km/h over),80.0,20.3,regular,,2
vertical_impact,1771108853402.0,49.2251689,-122.8164995,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108854486.0,49.2253588,-122.8167537,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108855538.0,49.2255401,-122.8170207,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
vertical_impact,1771108856606.0,49.2258799,-122.8175702,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108857673.0,49.2260399,-122.8178544,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
speeding,1771108858074.0,49.2260399,-122.8178544,97.9,high,98.0 km/h in a 80 km/h zone (18.0 km/h over),80.0,17.9,regular,,2
vertical_impact,1771108858732.0,49.2261923,-122.8181466,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108859800.0,49.2263368,-122.8184473,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108860852.0,49.2264771,-122.8187504,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108861918.0,49.2266097,-122.8190605,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108862987.0,49.2267375,-122.8193749,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108863088.0,49.2267375,-122.8193749,97.1,high,97.0 km/h in a 80 km/h zone (17.0 km/h over),80.0,17.1,regular,,2
vertical_impact,1771108864054.0,49.2268624,-122.8196962,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108865116.0,49.22698,-122.8200255,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108866205.0,49.2270938,-122.820361,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108867275.0,49.2272023,-122.820709,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108868117.0,49.2273027,-122.8210689,102.3,high,102.0 km/h in a 80 km/h zone (22.0 km/h over),80.0,22.3,regular,,2
vertical_impact,1771108868334.0,49.2273027,-122.8210689,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
sharp_turn,1771108869190.0,49.2273981,-122.8214318,0.16,high,Sharp turn at 0.16g (Speed: 104.0 km/h),0.15,,,103.7,2
vertical_impact,1771108869406.0,49.2273981,-122.8214318,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108870461.0,49.2274897,-122.8218044,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108871515.0,49.2275794,-122.8221785,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108872589.0,49.22767,-122.8225549,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108873092.0,49.2277579,-122.8229362,106.0,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,26.0,regular,,2
vertical_impact,1771108873664.0,49.2278467,-122.8233165,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108874734.0,49.2279309,-122.8236961,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108875795.0,49.2280123,-122.8240774,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108876869.0,49.2280843,-122.8244669,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108877952.0,49.2281416,-122.8248595,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108878129.0,49.2281416,-122.8248595,104.8,high,105.0 km/h in a 80 km/h zone (25.0 km/h over),80.0,24.8,regular,,2
vertical_impact,1771108879012.0,49.2281962,-122.8252522,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108880134.0,49.2282457,-122.8256458,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108881192.0,49.228295,-122.8260416,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108882207.0,49.2283416,-122.8264412,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108883126.0,49.2283917,-122.8268441,106.4,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,26.4,regular,,2
vertical_impact,1771108883257.0,49.2283917,-122.8268441,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108884325.0,49.2284433,-122.8272399,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
vertical_impact,1771108885393.0,49.2284942,-122.8276309,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108886478.0,49.2285445,-122.8280228,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
vertical_impact,1771108887545.0,49.2285953,-122.828416,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
speeding,1771108888117.0,49.2286495,-122.8288087,105.5,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,25.5,regular,,2
vertical_impact,1771108888631.0,49.2286495,-122.8288087,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108889699.0,49.2287635,-122.8295966,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108890817.0,49.2288204,-122.8299924,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108891850.0,49.2288794,-122.8303862,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108892927.0,49.2289399,-122.8307821,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108893120.0,49.2289399,-122.8307821,106.2,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,26.2,regular,,2
vertical_impact,1771108893994.0,49.2289951,-122.8311763,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108895057.0,49.2290495,-122.8315729,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108896144.0,49.2291023,-122.8319679,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108897222.0,49.2291514,-122.8323614,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108898149.0,49.2291995,-122.8327532,104.8,high,105.0 km/h in a 80 km/h zone (25.0 km/h over),80.0,24.8,regular,,2
vertical_impact,1771108898281.0,49.2291995,-122.8327532,1.13,high,Vertical impact detected: 1.13g variance,,,,,2
vertical_impact,1771108899341.0,49.2292465,-122.8331438,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108900400.0,49.229291,-122.8335376,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108901468.0,49.2293354,-122.8339353,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108902544.0,49.22938,-122.8343335,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
speeding,1771108903115.0,49.2294243,-122.8347348,106.6,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.6,regular,,2
vertical_impact,1771108903605.0,49.2294243,-122.8347348,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108904690.0,49.2295176,-122.8355456,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108905765.0,49.2295633,-122.8359538,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108906839.0,49.2296087,-122.8363712,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108907883.0,49.2296531,-122.8367918,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
speeding,1771108908119.0,49.2296531,-122.8367918,111.1,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.1,regular,,2
vertical_impact,1771108908944.0,49.2296977,-122.8372097,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108910026.0,49.2297443,-122.8376217,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108911095.0,49.2297911,-122.8380276,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108912186.0,49.2298358,-122.8384356,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108913075.0,49.2298813,-122.8388454,109.3,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,29.3,regular,,2
vertical_impact,1771108913264.0,49.2298813,-122.8388454,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108914331.0,49.2299289,-122.8392549,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108915390.0,49.2299758,-122.8396635,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108916467.0,49.2300256,-122.8400712,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
vertical_impact,1771108917533.0,49.2300763,-122.8404743,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
speeding,1771108918104.0,49.230127,-122.8408741,106.6,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.6,regular,,2
vertical_impact,1771108918601.0,49.230127,-122.8408741,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108919677.0,49.2302377,-122.8416676,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108920744.0,49.2302944,-122.8420584,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108921812.0,49.2303516,-122.8424503,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108922889.0,49.2304081,-122.8428419,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108923190.0,49.2304081,-122.8428419,105.0,high,105.0 km/h in a 80 km/h zone (25.0 km/h over),80.0,25.0,regular,,2
vertical_impact,1771108923949.0,49.2304651,-122.8432318,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108925041.0,49.2305182,-122.8436112,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108926111.0,49.2305687,-122.8439811,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
vertical_impact,1771108927196.0,49.2306171,-122.8443398,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
speeding,1771108928137.0,49.2306642,-122.8446974,94.7,medium,95.0 km/h in a 80 km/h zone (15.0 km/h over),80.0,14.7,regular,,2
vertical_impact,1771108928244.0,49.2306642,-122.8446974,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108929314.0,49.2307071,-122.8450503,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
